"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-09-30,761994,"Pantown","MN","St. Cloud","Stearns County","Saint Cloud",6456,133000,0.00987091875474563,0.0294117647058823,0.0530482977038797,0.0480142316062779,0.00751993543484719,"2006-01","2006-Q1",180800,-0.264380530973451,"2001-12"
2019-09-30,215929,"Springs","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",6457,304800,0.00560870999670076,0.0197390431582469,0.0631321939309383,0.0642048844903573,0.0559144009210262,"2006-04","2006-Q2",322800,-0.0557620817843866,"2005-11"
2019-09-30,271737,"Lake Taylor","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",6458,208400,0,0.00822447992259313,0.0332176499752107,0.0243282482009592,0.0145328601276518,"2019-09","2019-Q3",208400,0,"2019-09"
2019-09-30,273840,"Glenwood Park","IN","Fort Wayne","Allen County","Fort Wayne",6459,145000,0.00834492350486787,0.0446685878962536,0.127527216174184,0.0670907221034696,0.032607383889079,"2019-09","2019-Q3",145000,0,"2019-09"
2019-09-30,272924,"Bellmont","AL","Mobile","Mobile County","Theodore",6460,114900,0.00349344978165939,0.0304932735426009,0.0748362956033676,0.103876281992603,,"2019-09","2019-Q3",114900,0,"2019-09"
2019-09-30,216076,"Stonybrook","PA","Philadelphia-Camden-Wilmington","Bucks County","Levittown",6461,214200,0.00847457627118644,0.0248803827751196,0.0258620689655172,0.0449817792339151,0.0114766882797994,"2019-09","2019-Q3",214200,0,"2019-09"
2019-09-30,411895,"Grandview","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Edina",6462,449500,0.00267677894267232,0.0135287485907554,0.00717006497871387,0.0491049284575527,0.0343716711697306,"2018-06","2018-Q2",455000,-0.0120879120879121,"2018-05"
2019-09-30,112342,"Marlborough Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",6463,277200,0.00690156193243734,0.0146412884333821,0.0488081725312145,0.0728814165564275,0.0563627327957323,"2019-09","2019-Q3",277200,0,"2019-09"
2019-09-30,417993,"Sungate","OK","Tulsa","Tulsa County","Tulsa",6464,155100,-0.00513149454778704,-0.0158629441624365,-0.0478821362799263,0.0257280207404127,0.0116768492778401,"2018-10","2018-Q4",163000,-0.0484662576687117,"2018-02"
2019-09-30,274758,"North Valleys","NV","Reno","Washoe County","Reno",6465,285900,0.000349895031490553,-0.00832466181061394,0.0328757225433526,0.105307504113388,0.0810058197140273,"2019-04","2019-Q2",290200,-0.0148173673328739,"2019-02"
2019-09-30,274924,"Oregon Hill","VA","Richmond","Richmond City","Richmond",6466,283500,-0.000704970038773352,0.00638977635782748,0.0411311053984576,0.065124822061003,0.0377053064772741,"2019-08","2019-Q3",283700,-0.000704970038773352,"2019-08"
2019-09-30,270870,"Lighthouse Hill","NY","New York-Newark-Jersey City","Richmond County","New York",6467,1016200,-0.00479874644990696,0.00454725187821273,0.0600876277905279,0.061813832470101,0.0253044142232859,"2019-08","2019-Q3",1021100,-0.00479874644990696,"2019-07"
